run_dir,split,rating_count_group,n_clients,total_query_examples,mean_num_examples,mean_rmse,median_rmse,pooled_rmse,mean_mae,weighted_mae,mean_accuracy,weighted_accuracy,evaluation.reconstruction_steps,client_update.steps,client_update.lr
2026-05-26_11-37-17_quick_colab_cpu_eval10_strong_update,test,<=50,177,2882,32.51412429378531,1.0068176380321805,0.9724924564361572,1.0341515259547673,0.839819580653293,0.8361058943206283,0.3289004097466415,0.33379597904252395,10,10,0.2
2026-05-26_11-37-17_quick_colab_cpu_eval10_strong_update,test,51-100,137,4931,71.94890510948905,0.9952060314860657,0.9696441888809204,1.0217548697020054,0.8108155279263963,0.8127109617859131,0.36544221655948317,0.3624011384237492,10,10,0.2
2026-05-26_11-37-17_quick_colab_cpu_eval10_strong_update,test,101-200,121,8203,135.63636363636363,0.9855960021334246,0.9835106134414672,1.0024547180036114,0.7982446327189768,0.7992915429858831,0.371876626714202,0.371815190418572,10,10,0.2
2026-05-26_11-37-17_quick_colab_cpu_eval10_strong_update,test,201-500,132,20504,310.57575757575756,0.9813632807045272,0.977959245443344,1.0012858103736941,0.8044833148067648,0.8064615322459363,0.3753214909723311,0.37656067207839355,10,10,0.2
2026-05-26_11-37-17_quick_colab_cpu_eval10_strong_update,test,>500,37,14906,805.7297297297297,1.0586212647927773,1.084530234336853,1.0806289719086841,0.8710788190364838,0.8757883051302102,0.36558518256690054,0.36361197105301607,10,10,0.2
