federated.clients_per_round,federated.client_dropout_prob,val_rmse_mean,val_rmse_std,val_rmse_min,val_rmse_max,val_mae_mean,val_mae_std,val_mae_min,val_mae_max,val_accuracy_mean,val_accuracy_std,val_accuracy_min,val_accuracy_max,test_rmse_mean,test_rmse_std,test_rmse_min,test_rmse_max,test_mae_mean,test_mae_std,test_mae_min,test_mae_max,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_accuracy_max,total_mb_mean,total_mb_std,total_mb_min,total_mb_max
10,0.0,1.0062172015508015,0.00044367054090649626,1.0057049989700317,1.0064822435379028,0.80510014295578,0.0007879562324659829,0.8042172193527222,0.8057318925857544,0.3780456284681956,0.0007657762638174226,0.3772129714488983,0.378719687461853,1.028732458750407,0.00045777252452784445,1.0282846689224243,1.0291996002197266,0.827737053235372,0.0006027301322960114,0.8270419836044312,0.8281152844429016,0.36826378107070923,0.0006450391958824109,0.36755725741386414,0.36882123351097107,139.96009826660156,0.0,139.96009826660156,139.96009826660156
10,0.5,1.0072907209396362,0.00018944906671601445,1.0071797370910645,1.007509469985962,0.8058882554372152,0.0006876384911710055,0.8051038384437561,0.8063870668411255,0.37790025273958844,0.00025798435473484724,0.37764912843704224,0.3781645894050598,1.0300376812616985,0.00024292996953015214,1.0298112630844116,1.0302942991256714,0.8286522825558981,0.0005331611730978793,0.828095555305481,0.8291582465171814,0.36766746640205383,0.00011881711645756902,0.36753782629966736,0.367771178483963,67.64738082885742,0.4665336608886719,67.18084716796875,68.1139144897461
10,0.7,1.0078253746032715,0.001216885134526583,1.0068085193634033,1.0091736316680908,0.8062544067700704,0.002022603792681603,0.8043585419654846,0.8083835244178772,0.37773504853248596,0.0013586130648368915,0.3762613832950592,0.3789377808570862,1.0304840405782063,0.0013222565123976167,1.029367446899414,1.0319441556930542,0.8288664023081461,0.002052724762372334,0.8269587159156799,0.8310385346412659,0.36729151010513306,0.0007299952127291234,0.36664333939552307,0.36808228492736816,44.7872314453125,0.4665336608886719,44.32069778442383,45.25376510620117
10,0.8,1.0088837146759033,0.0004948250529542077,1.0085217952728271,1.0094475746154785,0.8073570728302002,0.0021143351452314963,0.8049156665802002,0.8085858225822449,0.3773517608642578,0.0013282835038754208,0.37645962834358215,0.37887829542160034,1.0313758452733357,0.0007017800791709805,1.030803918838501,1.0321589708328247,0.829819122950236,0.0022205754883190608,0.8272684812545776,0.831321656703949,0.36679889758427936,0.0005885264804941756,0.36633220314979553,0.3674600422382355,32.501845041910805,0.5387066694001936,32.19082260131836,33.1238899230957
25,0.0,1.0059709151585896,0.0005488660349528141,1.0053423643112183,1.0063555240631104,0.8050360679626465,0.00028537516904865776,0.8047710061073303,0.8053381443023682,0.3778143525123596,0.00011617100087915762,0.3777284324169159,0.37794652581214905,1.0285091400146484,0.0006061168280313503,1.0278092622756958,1.0288615226745605,0.8277300198872884,0.00038536654358879995,0.8273763656616211,0.8281407356262207,0.36829619606335956,0.0003305822611974634,0.36796560883522034,0.36862677335739136,349.9002456665039,0.0,349.9002456665039,349.9002456665039
25,0.5,1.005984862645467,0.0006048203498347127,1.005335807800293,1.0065326690673828,0.8053538004557291,0.0007010331172566812,0.8046166896820068,0.8060120940208435,0.37804563840230304,0.0006670187158525448,0.37753018736839294,0.3787989914417267,1.0285207033157349,0.0006381436615244149,1.0278106927871704,1.0290464162826538,0.8280940850575765,0.0008775952501643303,0.8272034525871277,0.8289580345153809,0.3676285644372304,0.0015269656359062492,0.3660794198513031,0.3691323399543762,173.08398818969727,0.4665336608886719,172.6174545288086,173.55052185058594
25,0.7,1.006662130355835,0.0006407244477638163,1.0062862634658813,1.007401943206787,0.8059054414431254,0.0016554954298510947,0.8040181398391724,0.8071122169494629,0.377563218275706,0.0008990012446953541,0.3768164813518524,0.3785610795021057,1.0291053851445515,0.0006455035125773152,1.028631567955017,1.0298405885696411,0.8286054531733195,0.0018072735068990538,0.8265702724456787,0.8300227522850037,0.3674989342689514,0.0017733615553836627,0.3658655285835266,0.36938512325286865,103.57047271728516,1.2343320449519668,102.63740539550781,104.97007369995117
25,0.8,1.0071890751520793,0.0004798265173934222,1.0066908597946167,1.0076481103897095,0.8050388693809509,0.002533017951555614,0.8034420609474182,0.8079594969749451,0.3781249423821767,0.001614985408732428,0.3762613832950592,0.3791162073612213,1.0296541452407837,0.00042601322292194283,1.0293315649032593,1.030137062072754,0.8275573452313741,0.0030000966748499145,0.825689435005188,0.8310179114341736,0.36758967240651447,0.0034370823843055493,0.3636292815208435,0.36979350447654724,71.22413889567058,1.4252838768447964,69.98004913330078,72.77925109863281
