federated.client_dropout_prob,val_rmse_mean,val_rmse_std,val_rmse_min,val_rmse_max,val_mae_mean,val_mae_std,val_mae_min,val_mae_max,val_accuracy_mean,val_accuracy_std,val_accuracy_min,val_accuracy_max,test_rmse_mean,test_rmse_std,test_rmse_min,test_rmse_max,test_mae_mean,test_mae_std,test_mae_min,test_mae_max,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_accuracy_max,total_mb_mean,total_mb_std,total_mb_min,total_mb_max
0.0,0.9821005662282308,0.000501237329250896,0.9815453290939331,0.9825196862220764,0.7878896196683248,0.00015517934287216265,0.7877916097640991,0.7880685329437256,0.3848654826482137,0.00018170174202851498,0.38470688462257385,0.3850637376308441,1.0035471121470134,0.00066596895987731,1.0027849674224854,1.0040168762207031,0.8087639808654785,0.00027249374689553273,0.8084728717803955,0.8090129494667053,0.37589286764462787,9.592995078914011e-05,0.37578266859054565,0.3759576976299286,1166.3341522216797,0.0,1166.3341522216797,1166.3341522216797
