federated.client_dropout_prob,val_rmse_mean,val_rmse_std,val_rmse_min,val_rmse_max,val_mae_mean,val_mae_std,val_mae_min,val_mae_max,val_accuracy_mean,val_accuracy_std,val_accuracy_min,val_accuracy_max,test_rmse_mean,test_rmse_std,test_rmse_min,test_rmse_max,test_mae_mean,test_mae_std,test_mae_min,test_mae_max,test_accuracy_mean,test_accuracy_std,test_accuracy_min,test_accuracy_max,total_mb_mean,total_mb_std,total_mb_min,total_mb_max
0.0,0.9817457795143127,0.0004739787099696848,0.9812366962432861,0.9821743369102478,0.7876958052317301,0.0006335174362688136,0.7870268821716309,0.7882866859436035,0.3848324418067932,0.00040158210745134745,0.3845086395740509,0.3852818012237549,1.0031689802805583,0.0005282031701651441,1.0025734901428223,1.003580927848816,0.8085208733876547,0.0005983402025874617,0.8078417778015137,0.80897057056427,0.375990092754364,0.0007956647523049393,0.37510210275650024,0.376638263463974,1166.3341522216797,0.0,1166.3341522216797,1166.3341522216797
